primary key,target values,probability
9010654,0,4.33E-07
9010655,0,8.42E-08
9010656,0,3.55E-05
9010657,0,1.29E-08
9010658,0,1.92E-08
9010659,0,3.71E-08
9010660,0,9.12E-08
9010661,0,4.34E-08
9010662,0,0.000136375
9010663,0,7.39E-05
9010664,0,3.49E-06
9010665,0,4.57E-08
9010666,0,1.67E-07
9010667,0,1.36E-09
9010668,0,1.38E-07
9010669,0,9.30E-09
9010670,0,0.085532181
9010671,0,2.13E-06
9010672,0,1.99E-08
9010673,0,2.27E-06
9010674,0,5.53E-08
9010675,1,0.755526662
9010676,0,7.24E-07
9010677,0,1.13E-07
9010678,0,2.45E-06
9010679,0,0.00054964
9010680,0,1.08E-07
9010681,0,1.62E-06
9010682,0,2.36E-07
9010683,0,6.44E-09
9010684,0,8.37E-05
9010685,0,1.44E-05
9010686,0,1.12E-06
9010687,0,6.72E-07
9010688,0,2.93E-06
9010689,0,0.000126488
9010690,0,2.23E-08
9010691,0,8.80E-07
9010692,0,1.20E-08
9010693,0,3.82E-08
9010694,0,3.52E-07
9010695,0,3.72E-06
9010696,0,2.04E-06
9010697,0,2.13E-05
9010698,0,2.69E-06
9010699,0,2.97E-08
9010700,0,2.88E-07
9010701,0,5.03E-08
9010702,0,0.361498058
9010703,0,0.000249116
9010704,0,2.04E-08
9010705,0,2.28E-06
9010706,0,2.68E-09
9010707,0,3.47E-07
9010708,0,0.004423064
9010709,0,3.46E-05
9010710,0,6.75E-06
9010711,0,7.02E-08
9010712,0,0.000153433
9010713,0,8.27E-08
9010714,0,2.41E-05
9010715,0,8.72E-06
9010716,0,2.44E-08
9010717,0,6.64E-08
9010718,0,9.33E-07
9010719,0,3.52E-09
9010720,0,4.13E-07
9010721,0,1.31E-06
9010722,0,0.009472729
9010723,0,0.000272895
9010724,0,5.55E-05
9010725,0,6.21E-08
9010726,0,0.150293007
9010727,0,1.49E-06
9010728,1,0.720376313
9010729,0,3.45E-06
9010730,0,1.74E-05
9010731,0,3.16E-07
9010732,0,5.02E-08
9010733,0,6.46E-07
9010734,0,2.19E-08
9010735,0,6.35E-06
9010736,0,2.43E-08
9010737,0,2.00E-07
9010738,0,9.33E-06
9010739,0,5.36E-09
9010740,0,1.93E-06
9010741,0,1.24E-05
9010742,0,4.81E-08
9010743,0,4.51E-07
9010744,0,7.82E-06
9010745,0,1.57E-08
9010746,0,0.000472978
9010747,0,1.36E-07
9010748,0,0.000931229
9010749,0,7.63E-08
9010750,0,3.32E-08
9010751,0,1.30E-05
9010752,0,1.21E-06
9010753,0,2.24E-08
9010754,0,8.79E-08
9010755,0,1.68E-07
9010756,0,2.54E-06
9010757,0,0.000249629
9010758,0,2.91E-07
9010759,0,1.04E-05
9010760,0,1.78E-07
9010761,0,2.43E-06
9010762,0,0.005336342
9010763,0,8.05E-07
9010764,0,1.45E-05
9010765,0,1.91E-07
9010766,0,1.40E-05
9010767,0,6.23E-07
9010768,0,1.30E-06
9010769,0,5.21E-05
9010770,0,6.22E-07
9010771,0,1.95E-07
9010772,0,1.15E-07
9010773,0,1.91E-05
9010774,0,1.55E-07
9010775,0,1.48E-05
9010776,0,5.90E-07
9010777,0,9.79E-07
9010778,0,7.66E-05
9010779,0,1.45E-07
9010780,0,2.90E-07
9010781,0,4.84E-06
9010782,0,1.83E-05
9010783,0,9.35E-06
9010784,0,1.92E-06
9010785,0,3.08E-06
9010786,0,3.29E-07
9010787,0,0.000287148
9010788,0,5.74E-08
9010789,0,3.31E-06
9010790,0,7.25E-08
9010791,0,1.58E-05
9010792,0,9.50E-06
9010793,0,8.05E-07
9010794,0,1.44E-07
9010795,0,2.54E-07
9010796,0,2.89E-06
9010797,0,8.66E-06
9010798,0,0.002023207
9010799,0,7.03E-08
9010800,0,5.46E-07
9010801,0,8.41E-08
9010802,0,1.78E-06
9010803,0,4.75E-05
9010804,0,3.56E-05
9010805,0,1.05E-08
9010806,0,1.11E-06
9010807,0,0.000193026
9010808,0,6.94E-07
9010809,0,1.57E-06
9010810,0,3.38E-07
9010811,0,1.63E-09
9010812,0,5.19E-08
9010813,0,0.023018602
9010814,0,8.76E-05
9010815,0,0.000178441
9010816,0,1.80E-08
9010817,0,9.91E-08
9010818,0,3.20E-08
9010819,0,0.00037289
9010820,0,0.001559182
9010821,0,1.83E-07
9010822,0,5.24E-07
9010823,0,0.002340391
9010824,0,1.73E-07
9010825,0,6.64E-09
9010826,0,1.27E-06
9010827,0,0.004108773
9010828,0,2.53E-09
9010829,0,1.93E-07
9010830,0,3.31E-06
9010831,0,1.38E-05
9010832,0,1.41E-07
9010833,0,9.40E-08
9010834,0,0.000120485
9010835,0,1.25E-07
9010836,0,2.71E-07
9010837,0,6.15E-07
9010838,0,7.94E-08
9010839,0,1.01E-05
9010840,0,1.68E-06
9010841,0,4.10E-06
9010842,0,3.34E-09
9010843,0,7.98E-06
9010844,0,1.84E-06
9010845,0,7.35E-08
9010846,0,5.62E-09
9010847,0,3.68E-06
9010848,0,0.002282787
9010849,0,8.29E-06
9010850,0,2.48E-06
9010851,0,1.71E-06
9010852,0,6.36E-07
9010853,0,9.34E-06
9010854,0,4.28E-08
9010855,0,1.17E-07
9010856,0,1.54E-05
9010857,0,2.89E-07
9010858,0,1.83E-07
9010859,0,1.18E-05
9010860,0,5.68E-07
9010861,0,0.005619116
9010862,0,1.12E-06
9010863,0,8.98E-05
9010864,0,1.37E-06
9010865,0,0.003834735
9010866,0,1.23E-06
9010867,0,2.32E-05
9010868,0,9.25E-08
9010869,0,4.47E-07
9010870,0,6.92E-05
9010871,0,3.30E-07
9010872,0,3.95E-05
9010873,0,1.16E-09
9010874,0,2.38E-05
9010875,0,1.84E-07
9010876,0,2.22E-05
9010877,0,4.94E-09
9010878,0,3.33E-09
9010879,0,6.50E-08
9010880,0,0.003566802
9010881,0,2.43E-09
9010882,0,2.60E-07
9010883,0,5.66E-08
9010884,0,3.35E-05
9010885,0,4.56E-07
9010886,0,7.27E-07
9010887,0,9.29E-08
9010888,0,6.26E-06
9010889,0,1.10E-06
9010890,0,0.000100417
9010891,0,5.53E-08
9010892,0,0.00219434
9010893,0,0.209565654
9010894,0,2.30E-07
9010895,0,3.56E-05
9010896,0,1.90E-07
9010897,0,0.000418073
9010898,1,0.617479205
9010899,0,1.50E-05
9010900,0,1.08E-07
9010901,0,4.30E-07
9010902,0,7.52E-08
9010903,0,5.30E-09
9010904,0,5.70E-08
9010905,0,1.44E-05
9010906,0,0.001005644
9010907,0,2.69E-06
9010908,0,0.00057229
9010909,0,6.53E-09
9010910,0,2.96E-06
9010911,0,6.59E-06
9010912,0,1.17E-06
9010913,0,4.70E-07
9010914,0,2.25E-08
9010915,0,1.09E-06
9010916,0,5.10E-08
9010917,0,0.000768477
9010918,0,4.75E-09
9010919,0,2.50E-07
9010920,0,1.67E-08
9010921,0,0.197704047
9010922,0,2.53E-09
9010923,0,3.76E-08
9010924,0,0.000171387
9010925,0,2.89E-05
9010926,0,0.000106366
9010927,0,3.03E-08
9010928,0,2.53E-09
9010929,0,1.18E-07
9010930,0,4.22E-08
9010931,0,5.22E-07
9010932,0,2.55E-07
9010933,0,4.25E-08
9010934,0,0.000388507
9010935,0,0.000554018
9010936,0,5.27E-07
9010937,0,8.48E-06
9010938,0,1.41E-08
9010939,0,4.60E-07
9010940,0,1.50E-08
9010941,0,9.96E-07
9010942,0,1.56E-05
9010943,0,1.71E-06
9010944,0,1.20E-06
9010945,0,1.33E-07
9010946,0,4.22E-05
9010947,0,1.94E-07
9010948,0,8.30E-06
9010949,0,3.68E-08
9010950,0,1.44E-08
9010951,0,8.18E-05
9010952,0,9.66E-07
9010953,0,3.01E-06
9010954,0,4.24E-07
9010955,0,5.80E-07
9010956,0,1.36E-05
9010957,0,8.66E-08
9010958,0,9.28E-06
9010959,0,8.06E-07
9010960,0,0.000263347
9010961,0,4.49E-06
9010962,0,2.95E-05
9010963,0,1.03E-06
9010964,0,0.000207872
9010965,0,0.000262288
9010966,0,2.89E-07
9010967,0,1.26E-07
9010968,0,3.73E-09
9010969,0,1.92E-08
9010970,0,1.52E-05
9010971,0,0.000746419
9010972,0,2.31E-08
9010973,0,0.003851533
9010974,0,7.91E-05
9010975,0,4.62E-06
9010976,0,6.72E-06
9010977,0,1.02E-09
9010978,0,1.64E-07
9010979,0,2.20E-06
9010980,0,0.002460909
9010981,0,3.61E-07
9010982,0,2.16E-06
9010983,0,1.51E-08
9010984,0,7.54E-08
9010985,0,2.22E-06
9010986,0,6.54E-07
9010987,0,0.000271038
9010988,0,0.205862194
9010989,0,1.82E-07
9010990,0,9.13E-06
9010991,0,4.33E-06
9010992,0,5.95E-05
9010993,0,1.40E-06
9010994,0,9.50E-07
9010995,0,2.30E-07
9010996,0,2.03E-08
9010997,0,7.63E-07
9010998,0,2.57E-07
9010999,0,0.00027873
9011000,0,0.000114554
9011001,0,6.45E-07
9011002,0,6.26E-07
9011003,0,1.58E-07
9011004,0,6.78E-06
9011005,0,2.99E-08
9011006,0,1.28E-05
9011007,0,2.67E-08
9011008,0,1.18E-08
9011009,0,9.27E-06
9011010,0,1.31E-08
9011011,0,3.68E-06
9011012,0,1.12E-07
9011013,0,0.000233912
9011014,0,1.47E-08
9011015,0,2.77E-06
9011016,0,1.90E-07
9011017,0,3.41E-05
9011018,0,3.69E-08
9011019,0,4.10E-05
9011020,0,3.28E-05
9011021,0,2.21E-08
9011022,0,7.93E-08
9011023,0,3.36E-05
9011024,0,1.48E-08
9011025,0,4.50E-05
9011026,0,2.12E-09
9011027,0,0.029942529
9011028,0,1.73E-06
9011029,0,5.60E-08
9011030,0,7.77E-06
9011031,0,9.12E-09
9011032,0,2.06E-08
9011033,0,1.10E-06
9011034,0,2.51E-06
9011035,0,2.34E-09
9011036,0,0.00456767
9011037,0,2.57E-06
9011038,0,1.66E-07
9011039,0,1.29E-06
9011040,0,0.000251063
9011041,0,3.10E-08
9011042,0,0.001342539
9011043,0,3.36E-07
9011044,0,8.96E-08
9011045,0,7.32E-09
9011046,0,2.66E-07
9011047,0,6.76E-07
9011048,0,2.28E-07
9011049,0,4.04E-07
9011050,0,1.69E-05
9011051,0,3.23E-08
9011052,0,8.65E-08
9011053,0,2.38E-08
9011054,0,6.21E-05
9011055,0,9.51E-07
9011056,0,6.81E-06
9011057,0,1.98E-06
9011058,0,1.18E-05
9011059,0,6.41E-06
9011060,0,5.07E-06
9011061,0,0.003404388
9011062,0,2.64E-07
9011063,0,0.00037119
9011064,0,0.000594113
9011065,0,3.19E-06
9011066,0,3.09E-05
9011067,0,7.93E-07
9011068,0,1.04E-05
9011069,0,3.36E-05
9011070,0,1.54E-08
9011071,0,2.44E-07
9011072,0,0.000523596
9011073,0,0.000105483
9011074,0,0.000135069
9011075,0,1.11E-07
9011076,0,3.39E-08
9011077,0,1.15E-07
9011078,0,0.000324837
9011079,0,4.88E-05
9011080,0,2.87E-05
9011081,0,0.009203798
9011082,0,6.82E-07
9011083,0,0.00559294
9011084,0,1.59E-07
9011085,0,6.74E-08
9011086,0,2.40E-05
9011087,0,2.11E-06
9011088,0,7.83E-07
9011089,0,2.91E-07
9011090,0,1.20E-05
9011091,0,1.76E-06
9011092,0,0.000106615
9011093,0,0.006751041
9011094,0,2.72E-06
9011095,0,4.20E-07
9011096,0,6.64E-07
9011097,0,1.45E-06
9011098,0,4.91E-07
9011099,0,2.64E-05
9011100,0,8.14E-06
9011101,0,7.52E-07
9011102,0,1.53E-07
9011103,0,3.98E-08
9011104,0,1.02E-06
9011105,0,3.55E-05
9011106,0,4.87E-06
9011107,0,1.36E-07
9011108,0,1.74E-09
9011109,0,6.51E-06
9011110,0,1.61E-05
9011111,0,1.08E-07
9011112,0,6.48E-06
9011113,0,4.55E-06
9011114,0,7.76E-07
9011115,0,6.38E-07
9011116,0,1.93E-08
9011117,0,7.41E-08
9011118,0,1.14E-07
9011119,0,3.93E-07
9011120,0,3.38E-06
9011121,0,2.90E-08
9011122,0,4.27E-07
9011123,0,0.000177926
9011124,0,2.78E-08
9011125,0,0.000322437
9011126,0,5.40E-07
9011127,0,5.75E-05
9011128,0,6.78E-07
9011129,0,0.001279618
9011130,0,4.83E-07
9011131,0,0.001482282
9011132,0,7.28E-06
9011133,0,0.000388465
9011134,0,0.013450107
9011135,0,2.69E-07
9011136,0,3.59E-08
9011137,0,1.99E-06
9011138,0,3.36E-07
9011139,0,1.29E-06
9011140,0,8.99E-07
9011141,0,1.52E-06
9011142,0,9.50E-05
9011143,0,2.05E-07
9011144,0,6.11E-07
9011145,0,2.87E-07
9011146,0,5.48E-08
9011147,0,0.000154536
9011148,0,1.41E-07
9011149,0,2.94E-05
9011150,0,6.53E-07
9011151,0,2.35E-07
9011152,0,2.72E-05
9011153,0,5.03E-06
9011154,0,3.63E-08
9011155,0,2.98E-05
9011156,0,3.99E-06
9011157,0,4.50E-07
9011158,0,5.19E-06
9011159,0,4.83E-08
9011160,0,7.57E-08
9011161,0,6.39E-07
9011162,0,2.45E-06
9011163,0,0.008714931
9011164,0,0.000165707
9011165,0,1.17E-09
9011166,0,1.86E-07
9011167,0,2.04E-08
9011168,0,5.90E-05
9011169,0,5.43E-06
9011170,0,1.57E-06
9011171,0,9.95E-05
9011172,0,2.28E-07
9011173,0,1.41E-06
9011174,0,5.24E-08
9011175,0,6.25E-07
9011176,0,4.06E-07
9011177,0,9.48E-10
9011178,0,2.50E-05
9011179,0,1.74E-07
9011180,0,6.96E-07
9011181,0,1.77E-08
9011182,0,3.21E-07
9011183,0,3.30E-08
9011184,0,1.74E-08
9011185,0,1.46E-08
9011186,0,4.30E-06
9011187,0,1.20E-07
9011188,0,4.64E-08
9011189,0,2.26E-07
9011190,0,1.15E-09
9011191,0,1.77E-06
9011192,0,0.000164477
9011193,0,7.75E-06
9011194,0,0.00030076
9011195,0,8.92E-08
9011196,0,1.25E-07
9011197,0,0.000174716
9011198,0,1.47E-08
9011199,0,7.06E-07
9011200,0,6.35E-05
9011201,0,4.17E-08
9011202,0,5.48E-07
9011203,0,1.21E-05
9011204,0,3.04E-08
9011205,0,5.58E-09
9011206,0,3.50E-06
9011207,0,2.36E-06
9011208,0,5.35E-08
9011209,0,1.99E-06
9011210,0,4.38E-06
9011211,0,3.60E-05
9011212,0,0.00842056
9011213,0,0.023518989
9011214,0,0.003919108
9011215,0,4.55E-05
9011216,0,4.37E-06
9011217,0,7.63E-05
9011218,0,1.32E-06
9011219,0,1.52E-06
9011220,0,6.21E-07
9011221,0,1.66E-06
9011222,0,1.04E-06
9011223,0,0.0038218
9011224,0,5.60E-05
9011225,0,8.18E-10
9011226,0,5.43E-06
9011227,0,4.32E-06
9011228,0,2.53E-09
9011229,0,6.13E-07
9011230,0,5.83E-06
9011231,0,1.67E-07
9011232,0,0.000179537
9011233,0,6.65E-06
9011234,0,1.07E-06
9011235,0,0.000109159
9011236,0,3.77E-08
9011237,0,1.88E-07
9011238,0,9.13E-06
9011239,0,0.033655863
9011240,0,2.17E-06
9011241,0,8.71E-09
9011242,0,5.17E-08
9011243,0,0.000154358
9011244,0,3.63E-07
9011245,0,4.72E-05
9011246,0,1.19E-05
9011247,0,1.21E-06
9011248,0,2.67E-06
9011249,0,1.97E-05
9011250,0,1.44E-06
9011251,0,1.22E-07
9011252,0,1.35E-06
9011253,0,7.57E-07
9011254,0,0.001452339
9011255,0,8.85E-08
9011256,0,0.000186234
9011257,0,1.65E-07
9011258,0,9.33E-07
9011259,0,1.19E-05
9011260,0,4.71E-09
9011261,0,2.03E-05
9011262,0,0.000867099
9011263,0,3.33E-08
9011264,0,2.15E-07
9011265,0,0.000369787
9011266,0,1.97E-07
9011267,0,2.75E-05
9011268,0,6.55E-05
9011269,0,4.21E-05
9011270,0,1.13E-07
9011271,0,2.14E-07
9011272,0,2.06E-08
9011273,0,2.51E-05
9011274,0,0.000145222
9011275,0,0.000109686
9011276,0,2.12E-06
9011277,0,1.53E-05
9011278,0,5.29E-09
9011279,0,2.97E-06
9011280,0,7.75E-08
9011281,0,1.85E-07
9011282,0,4.35E-05
9011283,0,4.69E-05
9011284,0,7.17E-06
9011285,0,1.55E-06
9011286,0,1.73E-08
9011287,0,3.94E-09
9011288,0,4.38E-06
9011289,0,9.27E-08
9011290,0,1.40E-07
9011291,0,1.37E-06
9011292,0,1.14E-07
9011293,0,3.19E-07
9011294,0,1.98E-06
9011295,0,1.83E-07
9011296,0,1.62E-05
9011297,0,7.97E-05
9011298,0,0.000409484
9011299,0,8.39E-06
9011300,0,7.76E-05
9011301,0,2.75E-06
9011302,0,2.17E-08
9011303,0,2.53E-09
9011304,0,3.81E-09
9011305,0,0.000161552
9011306,0,0.000722354
9011307,0,0.000200207
9011308,0,0.138756514
9011309,0,2.50E-06
9011310,0,2.12E-07
9011311,0,9.36E-10
9011312,0,2.50E-07
9011313,0,1.27E-06
9011314,0,2.52E-05
9011315,0,0.001173057
9011316,0,6.24E-06
9011317,0,4.93E-06
9011318,0,1.55E-06
9011319,0,3.55E-05
9011320,0,1.20E-08
9011321,0,3.37E-06
9011322,0,7.54E-08
9011323,0,0.000158489
9011324,0,1.09E-06
9011325,0,0.022596814
9011326,0,1.07E-07
9011327,0,6.54E-07
9011328,0,5.02E-08
9011329,0,6.23E-06
9011330,0,5.67E-11
9011331,0,2.33E-07
9011332,0,1.37E-07
9011333,0,8.93E-06
9011334,0,6.85E-05
9011335,0,1.80E-08
9011336,0,3.45E-06
9011337,0,2.80E-06
9011338,0,4.22E-05
9011339,0,1.21E-06
9011340,0,3.16E-06
9011341,0,0.000423002
9011342,0,2.57E-05
9011343,0,1.55E-08
9011344,0,9.24E-05
9011345,0,5.51E-08
9011346,0,4.58E-08
9011347,0,6.52E-07
9011348,0,2.06E-06
9011349,0,0.011894288
9011350,0,0.000106051
9011351,0,1.20E-06
9011352,0,3.19E-08
9011353,0,3.54E-07
9011354,0,2.62E-05
9011355,0,5.72E-06
9011356,0,0.000353411
9011357,0,1.66E-06
9011358,0,2.41E-07
9011359,0,2.53E-09
9011360,0,9.55E-07
9011361,0,7.51E-08
9011362,0,1.43E-07
9011363,0,1.50E-05
9011364,0,7.94E-05
9011365,0,2.18E-07
9011366,0,3.94E-07
9011367,0,6.34E-06
9011368,0,1.28E-05
9011369,0,7.50E-07
9011370,0,0.000149927
9011371,0,1.55E-05
9011372,0,3.46E-07
9011373,0,2.03E-08
9011374,0,1.89E-07
9011375,0,1.27E-08
9011376,0,3.34E-08
9011377,0,6.56E-08
9011378,0,9.54E-06
9011379,0,2.42E-05
9011380,0,5.65E-08
9011381,0,0.006051278
9011382,0,1.38E-08
9011383,0,1.60E-06
9011384,0,9.18E-05
9011385,0,2.03E-08
9011386,0,3.17E-06
9011387,0,1.58E-07
9011388,0,1.65E-08
9011389,0,2.28E-07
9011390,0,2.12E-06
9011391,0,4.39E-06
9011392,0,1.87E-07
9011393,0,0.00014201
9011394,0,0.000256604
9011395,0,1.92E-06
9011396,0,0.015745154
9011397,0,3.01E-07
9011398,0,2.53E-09
9011399,0,0.022714855
9011400,0,2.53E-09
9011401,0,6.91E-07
9011402,0,1.06E-06
9011403,0,3.15E-07
9011404,0,1.62E-07
9011405,0,2.78E-06
9011406,0,2.95E-05
9011407,0,4.75E-06
9011408,0,0.004504511
9011409,0,1.88E-05
9011410,0,1.91E-06
9011411,0,2.41E-06
9011412,0,0.059252962
9011413,0,6.96E-07
9011414,0,1.00E-06
9011415,0,2.46E-07
9011416,0,1.96E-07
9011417,0,8.95E-07
9011418,0,6.64E-08
9011419,0,5.41E-08
9011420,0,3.95E-08
9011421,0,2.43E-06
9011422,0,4.73E-07
9011423,0,2.46E-07
9011424,0,2.15E-06
9011425,0,0.013234464
9011426,0,3.79E-05
9011427,0,8.97E-05
9011428,0,1.40E-06
9011429,0,0.000462124
9011430,0,7.11E-05
9011431,0,7.14E-07
9011432,0,0.035742804
9011433,0,2.13E-07
9011434,0,3.14E-06
9011435,0,5.48E-07
9011436,0,0.000151561
9011437,0,1.04E-06
9011438,0,5.14E-07
9011439,0,4.42E-08
9011440,0,1.15E-09
9011441,0,5.16E-06
9011442,0,1.77E-08
9011443,0,2.74E-07
9011444,0,1.02E-06
9011445,0,0.013910709
9011446,0,1.80E-07
9011447,0,0.000376891
9011448,0,1.12E-05
9011449,0,2.44E-05
9011450,0,8.26E-06
9011451,0,4.78E-05
9011452,0,6.78E-07
9011453,0,6.69E-06
9011454,0,5.63E-06
9011455,0,4.55E-07
9011456,0,1.41E-07
9011457,0,4.58E-08
9011458,0,5.43E-06
9011459,0,1.33E-05
9011460,0,6.74E-09
9011461,0,3.09E-08
9011462,0,3.02E-05
9011463,0,5.41E-06
9011464,0,8.54E-06
9011465,0,5.10E-05
9011466,0,5.77E-06
9011467,0,5.85E-08
9011468,0,0.004721174
9011469,0,2.52E-05
9011470,0,1.61E-08
9011471,0,1.27E-05
9011472,0,3.55E-06
9011473,0,1.56E-06
9011474,0,0.380935401
9011475,0,1.60E-07
9011476,0,0.009658787
9011477,0,0.000334807
9011478,0,0.000114479
9011479,0,2.39E-05
9011480,0,9.96E-07
9011481,0,0.001714293
9011482,0,4.10E-08
9011483,0,1.24E-07
9011484,0,8.05E-06
9011485,0,1.00E-06
9011486,0,1.56E-07
9011487,0,4.61E-07
9011488,0,0.000305629
9011489,0,0.356389344
9011490,0,7.00E-08
9011491,0,0.091933645
9011492,0,2.08E-05
9011493,0,1.60E-05
9011494,0,2.03E-07
9011495,0,0.000642929
9011496,0,4.73E-07
9011497,0,2.69E-06
9011498,0,2.17E-06
9011499,0,1.47E-06
9011500,0,9.17E-07
9011501,0,7.02E-07
9011502,0,9.21E-05
9011503,0,6.83E-08
9011504,0,7.41E-08
9011505,0,9.15E-08
9011506,0,0.002210323
9011507,0,3.06E-06
9011508,0,4.23E-07
9011509,0,1.61E-07
9011510,0,0.000232041
9011511,0,9.22E-07
9011512,0,2.76E-07
9011513,0,6.38E-07
9011514,0,2.91E-06
9011515,0,0.001705038
9011516,0,5.43E-06
9011517,0,3.36E-08
9011518,0,7.83E-07
9011519,0,7.36E-05
9011520,0,4.59E-09
9011521,0,9.18E-08
9011522,0,4.67E-06
9011523,0,1.47E-08
9011524,0,1.55E-07
9011525,0,2.80E-06
9011526,0,3.19E-07
9011527,0,1.42E-05
9011528,0,6.00E-06
9011529,0,0.000230567
9011530,0,5.11E-05
9011531,0,7.93E-05
9011532,0,1.86E-06
9011533,0,1.63E-09
9011534,0,1.64E-06
9011535,0,0.001357042
9011536,0,6.83E-07
9011537,0,2.85E-07
9011538,0,2.31E-09
9011539,0,9.02E-06
9011540,0,4.89E-06
9011541,0,7.52E-07
9011542,0,3.99E-06
9011543,0,1.83E-07
9011544,0,8.42E-07
9011545,0,1.45E-07
9011546,0,2.67E-07
9011547,0,3.97E-05
9011548,0,1.02E-05
9011549,0,6.60E-07
9011550,0,2.53E-09
9011551,0,1.66E-08
9011552,0,5.36E-07
9011553,0,1.11E-06
9011554,0,6.17E-07
9011555,0,2.11E-08
9011556,0,8.19E-08
9011557,0,1.44E-07
9011558,0,1.48E-05
9011559,0,1.69E-08
9011560,0,2.35E-07
9011561,0,2.09E-06
9011562,0,1.08E-07
9011563,0,1.10E-06
9011564,0,1.67E-06
9011565,0,1.14E-05
9011566,0,3.00E-07
9011567,0,3.07E-06
9011568,0,5.22E-08
9011569,0,0.447259337
9011570,0,0.000219188
9011571,0,1.49E-08
9011572,0,0.000417911
9011573,0,4.68E-08
9011574,0,1.31E-07
9011575,0,2.66E-08
9011576,0,4.01E-07
9011577,0,8.51E-07
9011578,0,2.26E-06
9011579,0,0.000106583
9011580,0,3.26E-06
9011581,0,4.45E-07
9011582,0,3.86E-07
9011583,0,2.42E-08
9011584,0,4.28E-09
9011585,0,1.52E-07
9011586,0,3.02E-06
9011587,0,0.007704243
9011588,0,1.54E-07
9011589,0,3.58E-05
9011590,0,8.96E-08
9011591,0,6.60E-05
9011592,0,1.81E-06
9011593,0,1.30E-08
9011594,0,0.002607794
9011595,0,1.22E-06
9011596,0,0.013220522
9011597,0,3.15E-06
9011598,0,7.23E-07
9011599,0,4.16E-06
9011600,0,7.23E-08
9011601,0,2.39E-06
9011602,0,2.07E-07
9011603,0,2.11E-05
9011604,0,0.000173812
9011605,0,8.34E-06
9011606,0,0.00024066
9011607,0,8.85E-07
9011608,0,1.35E-05
9011609,0,2.92E-05
9011610,0,5.51E-07
9011611,0,1.06E-07
9011612,0,5.81E-06
9011613,0,0.000373109
9011614,0,0.000911315
9011615,0,9.09E-09
9011616,0,5.86E-09
9011617,0,4.77E-07
9011618,0,8.03E-06
9011619,0,1.07E-06
9011620,0,0.063467242
9011621,0,0.000129304
9011622,0,3.94E-08
9011623,0,1.21E-06
9011624,0,7.54E-09
9011625,0,0.000706812
9011626,0,6.95E-06
9011627,0,2.69E-05
9011628,0,4.31E-05
9011629,0,1.14E-06
9011630,0,5.43E-06
9011631,0,0.000280363
9011632,0,0.000394417
9011633,0,1.31E-05
9011634,0,0.000743205
9011635,0,1.60E-06
9011636,0,0.000698079
9011637,0,1.56E-08
9011638,0,1.17E-06
9011639,0,3.60E-06
9011640,0,1.76E-05
9011641,0,1.50E-05
9011642,0,7.18E-07
9011643,0,5.40E-06
9011644,0,1.54E-05
9011645,0,8.71E-05
9011646,0,1.69E-08
9011647,0,3.07E-06
9011648,0,1.13E-05
9011649,0,6.86E-07
9011650,0,8.04E-08
9011651,0,9.15E-08
9011652,0,1.49E-09
9011653,0,1.59E-06
9011654,0,1.79E-09
9011655,0,1.01E-05
9011656,0,5.80E-09
9011657,0,0.001353576
9011658,0,3.98E-06
9011659,0,2.04E-05
9011660,0,1.97E-06
9011661,0,3.01E-07
9011662,0,5.07E-05
9011663,0,1.08E-06
9011664,0,5.87E-07
9011665,0,1.03E-05
9011666,0,1.74E-06
9011667,0,7.17E-07
9011668,0,2.04E-07
9011669,0,1.42E-05
9011670,0,9.94E-05
9011671,0,4.01E-05
9011672,0,3.91E-06
9011673,0,0.017221335
9011674,0,7.24E-07
9011675,0,2.23E-08
9011676,0,0.036376882
9011677,0,5.97E-09
9011678,0,2.43E-06
9011679,0,5.75E-09
9011680,0,3.50E-08
9011681,0,7.83E-09
9011682,0,5.64E-08
9011683,0,6.50E-06
9011684,0,2.02E-07
9011685,0,4.10E-07
9011686,0,2.25E-08
9011687,0,1.20E-05
9011688,0,1.01E-05
9011689,0,0.052925758
9011690,0,4.72E-05
9011691,1,0.515603364
9011692,0,1.87E-07
9011693,0,0.000110991
9011694,0,0.130661115
9011695,0,9.91E-08
9011696,0,2.57E-08
9011697,0,0.00146788
9011698,0,2.33E-08
9011699,0,0.007437502
9011700,0,9.83E-07
9011701,0,1.22E-06
9011702,0,4.41E-08
9011703,0,0.000929956
9011704,0,0.004579069
9011705,0,1.22E-07
9011706,0,4.78E-06
9011707,0,3.78E-07
9011708,0,3.83E-06
9011709,0,3.50E-07
9011710,0,9.36E-07
9011711,0,5.00E-08
9011712,0,0.000603208
9011713,0,0.000134622
9011714,0,6.91E-07
9011715,0,1.74E-05
9011716,0,1.00E-05
9011717,0,1.47E-08
9011718,0,5.08E-06
9011719,0,5.12E-09
9011720,0,8.03E-06
9011721,0,1.83E-07
9011722,0,1.68E-06
9011723,0,9.53E-08
9011724,0,1.25E-09
9011725,0,3.87E-08
9011726,0,4.86E-06
9011727,0,0.000628765
9011728,0,4.10E-07
9011729,0,1.86E-08
9011730,0,3.46E-06
9011731,0,5.83E-07
9011732,0,0.000118161
9011733,0,0.007840811
9011734,0,3.31E-06
9011735,0,3.19E-07
9011736,0,1.18E-08
9011737,0,6.17E-06
9011738,0,6.22E-07
9011739,0,0.000197327
9011740,0,2.24E-05
9011741,0,0.00016454
9011742,0,2.42E-05
